Raag Name,URL,Time,Aaroh,Avroh,Swar,Jati,Thaat,Vadi - Samvadi,Vishranti Sthan,Mukhya Ang,S,r,R,g,G,m,M,P,d,D,n,N
Shree,https://tanarang.com/wordpress/raag-shree/,4th Prahar of the Day (3PM to 6PM),S r M P N S' - S' r' N d P M P d M G r S,,"Gandhar, Dhaivat Varjya in Aaroh. Rishabh, Dhaivat Komal, Madhyam Teevra. Rest all Shuddha Swaras.",Audhav - Sampurna Vakra,Poorvi,Rishabh - Pancham,S; r; P; - P; r; S;,"S ,N r ; r r P ; M Pd M G r G r S ; M P N S' r' ; r' N d P ; M d M G r ; G r S ;",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
Shuddha Kalyan,https://tanarang.com/wordpress/raag-shuddha-kalyan-2/,1st Prahar of the Night (6PM to 9PM),S R G P D S' - S' N D P M G R S ; G R G P R S,,Madhyam and Nishad Varjya in Aaroh. Madhyam Teevra in Avroh. Rest all Shuddha Swaras.,Audhav - Sampurna Vakra,Kalyan,Gandhar - Dhaivat,S; G; P; - P; G; S;,"G R G ; R S ; ,N ,D ,P ; G R S ; G R G ; P R S ;",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
Shuddha Sarang,https://tanarang.com/wordpress/raag-shuddha-sarang/,2nd Prahar of the Day (9AM to 12PM),",N S R M P N S' - S' N D P M P M m R S ,N S",,Gandhar Varjya. Both Madhyams. Rest all Shuddha Swaras.,Shadhav - Shadhav,Kalyan,Rishabh - Pancham,",N; R; P; N; - S'; N; P; R;",",N S R M M P ; M P M m R ; R ,N ,N S ; ,N ,D S ,N R S ;",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
Shyam Kalyan,https://tanarang.com/wordpress/raag-shyam-kalyan/,1st Prahar of the Night (6PM to 9PM),",N S R M P N S'; - S' N D P M P D P G m P G m R S ,N S;",,Dhaivat Varjya in Aaroh. Both Madhyams. Rest all Shuddha Swaras.,Shadhav - Sampurna Vakra,Kalyan,Pancham - Shadj,S; R; P; N; - S'; N; P; R;,"S R ,N S (m)R ; R M M P ; P G m R ; M P ; G m P ; G m R ; ,N S R S;",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
Sindhura,https://tanarang.com/wordpress/raag-sindhura/,4th Prahar of the Day (3PM to 6PM),S R m P D S'; - S' n D P m g R m g R S;,,Gandhar and Nishad Varjya in Aaroh. Gandhar and Nishad Komal in Avroh. Rest all Shuddha Swaras.,Audhav - Sampurna,Kafi,Shadj - Pancham,S; P; D; - S'; D; P; g;,R m P D ; n D P S' ; R' g' R' S' ; n D P m g R ; m g R S;,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
Sohani,https://tanarang.com/wordpress/raag-sohani/,4th Prahar of the Night (3AM to 6AM),S G M D N S'; - S' N D N D M G r S ;,,"Rishabh and Pancham Varjya in Aaroh. Pancham Varjya in Avroh. Rishabh Komal, Madhyam Teevra. Rest all Shuddha Swaras.",Audhav - Shadhav Vakra,Marwa,Dhaivat - Gandhar,G; D; - D; G;,M D N S' r' S' ; N D N D ; S' r' S' r' N S' N D G M G ;,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
Suha Sughrai,https://tanarang.com/wordpress/raag-suha-sughrai/,2nd Prahar of the Day (9AM to 12PM),",n S ; (m)g (m)g m ; P n P ; P n m P S'; (Suha) or ,n S R m P ; P n P n S' ; (Sughrai) - S' P n P m P (m)g m R S ; (Suha) or S' n P m R S R (m)g m R S ; (Sughrai)",,"Dhaivat Varjya. Gandhar, Nishad Komal. Rest all Shuddha Swaras.",Shadhav - Shadhav,Kafi,Pancham - Shadj,S; g ; m ; P ;,P n m P S' ; n n P m R S R (m)g ; g m R S ;,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Sundarkali,https://tanarang.com/wordpress/raag-sundarkali/,2nd Prahar of the Day (9AM to 12PM),S r G P n S'; - S' n P G ; P G r S ;,,Madhyam and Dhaivat Varjya. Rishabh and Nishad Komal. Rest all Shuddha Swaras.,Audhav - Audhav,Not Defined,-,S; G; n; - n; P; G ;,"S r G P n P ; G P n ; P G r S ; r S ,n S r S;",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Sundarkauns,https://tanarang.com/wordpress/raag-sundarkauns/,2nd Prahar of the Night (9PM to 12AM),"S g m D n S'; - S' n D m g m g S ,n S;",,Rishabh and Pancham Varjya. Gandhar and Nishad Komal. Rest all Shuddha Swaras.,Audhav - Audhav,Kafi,Madhyam - Shadj,S; m; D; - S'; D; m;,",n ,n ,D ; ,D ,n S ; g m g S ; g m D ; n D ; m D n S'; S' D n D m g S;",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Surdasi Malhar,https://tanarang.com/wordpress/raag-surdasi-malhar/,Anytime in Rainy Season,"S R m P N S'; - S' n D P ; m D P ; n D P m R ; ,N S;",,Gandhar and Dhaivat Varjya in Aaroh. Gandhar Varjya in Avroh. Both Nishads. Rest all Shuddha Swaras.,Audhav - Shadhav Vakra,Kafi,Madhyam - Shadj,S; R; m; P; - S'; P; m; R;,"m R ,N S ; S' ; n D m P n D P ; m R P m D P ; m R ,N S ;",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
Tilak Kamod,https://tanarang.com/wordpress/raag-tilak-kamod/,2nd Prahar of the Night (9PM to 12AM),",P ,N S R G S ; S R m P N S’ - S’ P D m G S R G S ,N ,P ,N S R G S",,Gandhar and Dhaivat Varjya in Aaroh. Rare use of Komal Nishad in Avroh. Rest all Shuddha Swaras.,Audhav - Sampurna Vakra,Khamaj,Shadj - Pancham,",N P S' - S' G S;",",P ,N S R G S ; R P m G ; S R G S ,N ; S R m P S’ ; S’ R’ G’ S’ ; S’ P D m G ; S R m G ; S R G S ,N ;",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
Tilang,https://tanarang.com/wordpress/raag-tilang/,2nd Prahar of the Night (9PM to 12AM),S G m P N S'; - S' n P m G S;,,Rishabh and Dhaivat Varjya. Both Nishads. Rest all Shuddha Swaras.,Audhav - Audhav,Khamaj,Gandhar - Nishad,S; G; P; N; - S; P; G; S;,G m P n P m G ; n P G m G ;,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
Tilang Bahar,https://tanarang.com/wordpress/raag-tilang-bahar/,2nd Prahar of the Night (9PM to 12AM),S R S m ; G m P n P ; m D N S'; - S' n P m g m R S;,,"Rishabh Varjya in Aaroh. Both Gandhars, both Nishads. Rest all Shuddha Swaras.",Shadhav - Sampurna Vakra,Khamaj (when Tilang is dominant) or Kafi (when Bahar is dominant),Gandhar (Tilang) or Madhyam (Bahar) - Nishad (Tilang) or Shadj (Bahar),S m P - S' P m G;,m P m g ; m ; n P m ; P N S' ; g m P m g m R S;,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
Todi,https://tanarang.com/wordpress/raag-todi/,2nd Prahar of the Day (9AM to 12PM),S r g M P d N S' - S' N d P M g r S,,"Rishabh, Gandhar and Dhaivat Komal. Madhyam Teevra. Rest all Shuddha Swaras.",Sampurna - Sampurna,Todi,Dhaivat - Gandhar,S; g; d; - d; g; S;,",d ; ,N S r g ; M r g ; r S;",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
Vachaspati,https://tanarang.com/wordpress/raag-vachaspati/,4th Prahar of the Day (3PM to 6PM),"S G M P n S' - S' n D P M G R S ,n S",,Rishabh and Dhaivat Varjya in Aaroh. Nishad Komal. Madhyam Teevra. Rest all Shuddha Swaras.,Audhav - Sampurna,Not Defined,Shadj - Pancham,G; P; n; - D; P; G; R;,",n S G M ; P D P ; M G R S ; R ,n S ; M G R S ;",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
Vibhas,https://tanarang.com/wordpress/raag-vibhas/,1st Prahar of the Day (6AM to 9AM),S r G P d S' - S' d P G r S,,Madhyam and Nishad Varjya. Rishabh and Dhaivat Komal. Rest all Shuddha Swaras.,Audhav - Audhav,Bhairav,Dhaivat - Rishabh,r; P; d;,P d d P ; G P G r S ;,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Yaman,https://tanarang.com/wordpress/raag-yaman/,1st Prahar of the Night (6PM to 9PM),",N R S - N R G M P D N S' - S' N D P M G R S ,N R S",,Madhyam Teevra. Rest all Shuddha Swaras.,Sampurna - Sampurna,Kalyan,Gandhar - Nishad,S; G; N; - S'; N; P; G;,",N R G ; ,N R M G ; M P ; M D P N D P M R G R ; ,N R ,D ,N S;",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
